시도,시군구,도로형태,발생건수,사망자수,부상자수,중상,경상,부상신고
서울,종로구,터널안,8,1,12,0,10,2
서울,종로구,교량위,3,0,5,1,4,0
서울,종로구,지하차도(도로)내,41,0,56,12,38,6
서울,종로구,기타단일로,644,4,863,175,566,122
서울,종로구,교차로내,235,1,333,75,226,32
서울,종로구,교차로횡단보도내,43,0,47,17,28,2
서울,종로구,교차로부근,153,0,222,37,162,23
서울,종로구,주차장,1,0,1,0,1,0
서울,종로구,기타,6,0,7,3,4,0
서울,중구,터널안,22,1,50,16,25,9
서울,중구,고가도로위,1,0,1,1,0,0
서울,중구,지하차도(도로)내,13,0,15,3,10,2
서울,중구,기타단일로,647,4,856,212,563,81
서울,중구,교차로내,203,2,280,73,173,34
서울,중구,교차로횡단보도내,42,0,43,18,19,6
서울,중구,교차로부근,166,2,222,50,145,27
서울,중구,기타,33,0,38,7,26,5
서울,중구,불명,1,0,1,0,1,0
서울,용산구,터널안,5,1,6,0,6,0
서울,용산구,교량위,48,0,82,13,67,2
서울,용산구,고가도로위,13,0,19,6,12,1
서울,용산구,지하차도(도로)내,88,0,120,23,95,2
서울,용산구,기타단일로,710,8,987,218,706,63
서울,용산구,교차로내,206,2,281,74,194,13
서울,용산구,교차로횡단보도내,27,3,28,10,15,3
서울,용산구,교차로부근,187,0,259,51,192,16
서울,용산구,주차장,9,0,18,2,15,1
서울,용산구,기타,36,0,51,8,40,3
서울,용산구,불명,1,0,1,0,1,0
서울,성동구,터널안,5,0,6,2,3,1
서울,성동구,교량위,36,0,74,14,57,3
서울,성동구,고가도로위,2,0,3,1,2,0
서울,성동구,지하차도(도로)내,1,0,1,0,1,0
서울,성동구,기타단일로,563,5,780,140,584,56
서울,성동구,교차로내,225,1,299,89,187,23
서울,성동구,교차로횡단보도내,43,1,45,16,26,3
서울,성동구,교차로부근,173,1,223,39,167,17
서울,성동구,주차장,4,0,6,1,5,0
서울,성동구,기타,91,1,124,24,94,6
서울,동대문구,터널안,1,0,1,0,0,1
서울,동대문구,교량위,9,0,12,1,11,0
서울,동대문구,고가도로위,9,0,23,4,19,0
서울,동대문구,지하차도(도로)내,3,0,4,1,1,2
서울,동대문구,기타단일로,714,2,909,244,592,73
서울,동대문구,교차로내,435,3,528,152,336,40
서울,동대문구,교차로횡단보도내,83,5,88,43,38,7
서울,동대문구,교차로부근,286,3,403,89,289,25
서울,동대문구,주차장,2,0,4,0,4,0
서울,동대문구,기타,156,1,187,63,117,7
서울,동대문구,불명,1,0,1,0,1,0
서울,성북구,터널안,12,0,45,10,34,1
서울,성북구,교량위,8,0,13,2,11,0
서울,성북구,고가도로위,23,0,40,6,31,3
서울,성북구,지하차도(도로)내,2,0,2,0,2,0
서울,성북구,기타단일로,743,7,1008,217,715,76
서울,성북구,교차로내,303,4,425,88,316,21
서울,성북구,교차로횡단보도내,74,1,83,31,46,6
서울,성북구,교차로부근,171,1,248,50,185,13
서울,성북구,주차장,2,0,2,1,1,0
서울,성북구,기타,89,1,114,37,70,7
서울,도봉구,터널안,1,0,2,0,0,2
서울,도봉구,교량위,3,0,3,0,1,2
서울,도봉구,지하차도(도로)내,3,0,3,1,2,0
서울,도봉구,기타단일로,300,1,383,93,239,51
서울,도봉구,교차로내,312,1,406,120,251,35
서울,도봉구,교차로횡단보도내,64,1,70,33,31,6
서울,도봉구,교차로부근,123,3,173,31,118,24
서울,도봉구,주차장,3,0,4,0,3,1
서울,도봉구,기타,15,0,17,3,14,0
서울,은평구,터널안,1,0,1,0,1,0
서울,은평구,교량위,1,0,2,1,0,1
서울,은평구,지하차도(도로)내,1,0,2,0,2,0
서울,은평구,기타단일로,447,6,590,129,416,45
서울,은평구,교차로내,374,4,563,141,360,62
서울,은평구,교차로횡단보도내,51,1,57,21,32,4
서울,은평구,교차로부근,235,1,331,66,232,33
서울,은평구,주차장,4,0,10,2,6,2
서울,은평구,기타,20,0,24,7,15,2
서울,서대문구,터널안,7,0,11,0,10,1
서울,서대문구,교량위,2,0,2,1,1,0
서울,서대문구,고가도로위,16,0,34,6,24,4
서울,서대문구,지하차도(도로)내,1,0,1,0,1,0
서울,서대문구,기타단일로,608,5,795,178,499,118
서울,서대문구,교차로내,226,0,326,77,209,40
서울,서대문구,교차로횡단보도내,32,0,35,20,11,4
서울,서대문구,교차로부근,111,0,165,36,110,19
서울,서대문구,주차장,2,0,3,0,3,0
서울,서대문구,기타,28,0,31,8,22,1
서울,마포구,터널안,1,0,1,0,1,0
서울,마포구,교량위,23,0,52,9,40,3
서울,마포구,고가도로위,12,0,35,6,27,2
서울,마포구,지하차도(도로)내,1,0,1,1,0,0
서울,마포구,기타단일로,889,7,1285,224,962,99
서울,마포구,교차로내,324,0,478,106,331,41
서울,마포구,교차로횡단보도내,54,0,63,27,36,0
서울,마포구,교차로부근,241,3,349,53,282,14
서울,마포구,주차장,3,0,3,2,1,0
서울,마포구,기타,122,1,161,31,122,8
서울,마포구,불명,1,0,1,0,1,0
서울,강서구,터널안,6,0,13,0,13,0
서울,강서구,교량위,4,0,8,2,6,0
서울,강서구,고가도로위,1,0,1,1,0,0
서울,강서구,지하차도(도로)내,1,0,1,0,1,0
서울,강서구,기타단일로,717,3,1054,221,758,75
서울,강서구,교차로내,373,4,582,126,404,52
서울,강서구,교차로횡단보도내,76,0,79,28,43,8
서울,강서구,교차로부근,267,3,398,91,278,29
서울,강서구,주차장,6,0,6,2,4,0
서울,강서구,기타,51,1,66,18,39,9
서울,구로구,터널안,4,0,6,1,4,1
서울,구로구,교량위,14,0,22,1,20,1
서울,구로구,고가도로위,17,0,21,3,16,2
서울,구로구,지하차도(도로)내,11,0,13,4,9,0
서울,구로구,기타단일로,761,5,1020,223,730,67
서울,구로구,교차로내,393,3,607,122,446,39
서울,구로구,교차로횡단보도내,85,4,94,34,54,6
서울,구로구,교차로부근,214,1,310,56,233,21
서울,구로구,주차장,4,0,4,0,3,1
서울,구로구,기타,29,0,32,8,21,3
서울,영등포구,터널안,6,0,8,1,6,1
서울,영등포구,교량위,57,1,102,11,81,10
서울,영등포구,고가도로위,7,0,20,1,12,7
서울,영등포구,지하차도(도로)내,7,0,8,0,7,1
서울,영등포구,기타단일로,1197,10,1676,264,1249,163
서울,영등포구,교차로내,646,8,926,186,667,73
서울,영등포구,교차로횡단보도내,69,0,77,32,38,7
서울,영등포구,교차로부근,385,3,555,90,415,50
서울,영등포구,주차장,2,0,3,1,2,0
서울,영등포구,기타,116,0,156,33,119,4
서울,영등포구,불명,1,0,1,1,0,0
서울,동작구,터널안,5,0,5,1,4,0
서울,동작구,교량위,10,0,15,1,13,1
서울,동작구,고가도로위,4,0,4,1,3,0
서울,동작구,지하차도(도로)내,4,0,7,1,5,1
서울,동작구,기타단일로,726,7,975,206,659,110
서울,동작구,교차로내,269,0,372,89,231,52
서울,동작구,교차로횡단보도내,49,1,51,21,24,6
서울,동작구,교차로부근,268,0,371,73,243,55
서울,동작구,주차장,1,0,1,1,0,0
서울,동작구,기타,76,1,91,23,60,8
서울,관악구,터널안,14,0,19,1,16,2
서울,관악구,교량위,1,0,1,0,1,0
서울,관악구,기타단일로,676,3,867,169,635,63
서울,관악구,교차로내,304,2,429,90,300,39
서울,관악구,교차로횡단보도내,39,2,41,15,25,1
서울,관악구,교차로부근,209,1,291,54,205,32
서울,관악구,주차장,2,0,2,0,2,0
서울,관악구,기타,54,0,66,12,44,10
서울,관악구,불명,1,0,1,0,1,0
서울,강남구,터널안,5,0,10,4,3,3
서울,강남구,교량위,20,0,40,6,27,7
서울,강남구,고가도로위,4,0,4,2,2,0
서울,강남구,지하차도(도로)내,7,1,8,2,6,0
서울,강남구,기타단일로,1809,12,2516,477,1824,215
서울,강남구,교차로내,607,4,910,155,683,72
서울,강남구,교차로횡단보도내,78,0,88,28,49,11
서울,강남구,교차로부근,667,2,1035,189,781,65
서울,강남구,주차장,15,0,19,2,16,1
서울,강남구,기타,247,1,337,60,257,20
서울,강동구,터널안,1,0,1,0,1,0
서울,강동구,교량위,24,0,33,4,24,5
서울,강동구,고가도로위,1,0,2,0,2,0
서울,강동구,지하차도(도로)내,30,2,50,11,31,8
서울,강동구,기타단일로,545,7,746,176,502,68
서울,강동구,교차로내,375,2,512,127,337,48
서울,강동구,교차로횡단보도내,63,0,70,28,33,9
서울,강동구,교차로부근,250,1,327,64,219,44
서울,강동구,주차장,5,0,5,0,5,0
서울,강동구,기타,124,0,176,40,106,30
서울,송파구,터널안,2,0,3,0,3,0
서울,송파구,교량위,24,0,41,5,33,3
서울,송파구,고가도로위,2,0,2,1,1,0
서울,송파구,지하차도(도로)내,5,1,12,4,8,0
서울,송파구,기타단일로,1411,16,1929,370,1329,230
서울,송파구,교차로내,662,3,972,208,631,133
서울,송파구,교차로횡단보도내,119,1,131,38,81,12
서울,송파구,교차로부근,478,6,663,112,479,72
서울,송파구,주차장,7,0,7,1,4,2
서울,송파구,기타,149,0,171,39,111,21
서울,송파구,불명,1,0,1,0,1,0
서울,서초구,터널안,12,0,32,4,27,1
서울,서초구,교량위,11,0,20,1,18,1
서울,서초구,고가도로위,10,0,21,1,20,0
서울,서초구,지하차도(도로)내,9,0,11,0,10,1
서울,서초구,기타단일로,1333,12,1976,363,1436,177
서울,서초구,교차로내,433,2,631,150,427,54
서울,서초구,교차로횡단보도내,55,1,58,20,35,3
서울,서초구,교차로부근,335,1,498,99,360,39
서울,서초구,주차장,14,0,17,2,15,0
서울,서초구,기타,224,1,325,43,241,41
서울,서초구,불명,42,1,51,10,36,5
서울,양천구,터널안,5,0,5,1,4,0
서울,양천구,교량위,3,1,2,0,2,0
서울,양천구,고가도로위,1,0,2,0,2,0
서울,양천구,지하차도(도로)내,4,1,9,3,6,0
서울,양천구,기타단일로,760,6,1071,195,793,83
서울,양천구,교차로내,351,1,466,113,321,32
서울,양천구,교차로횡단보도내,46,2,45,12,31,2
서울,양천구,교차로부근,217,0,292,45,220,27
서울,양천구,주차장,2,0,2,0,2,0
서울,양천구,기타,39,0,45,7,27,11
서울,중랑구,터널안,6,0,17,3,13,1
서울,중랑구,교량위,8,0,17,3,13,1
서울,중랑구,고가도로위,2,0,2,0,1,1
서울,중랑구,지하차도(도로)내,4,0,5,1,3,1
서울,중랑구,기타단일로,637,5,837,168,596,73
서울,중랑구,교차로내,422,2,596,142,391,63
서울,중랑구,교차로횡단보도내,65,1,72,29,35,8
서울,중랑구,교차로부근,311,1,450,108,309,33
서울,중랑구,주차장,7,0,8,1,6,1
서울,중랑구,기타,81,0,106,37,59,10
서울,중랑구,불명,22,1,25,6,18,1
서울,노원구,터널안,11,0,20,6,12,2
서울,노원구,교량위,14,0,17,1,13,3
서울,노원구,고가도로위,5,0,6,1,4,1
서울,노원구,지하차도(도로)내,76,2,106,14,83,9
서울,노원구,기타단일로,571,7,803,125,609,69
서울,노원구,교차로내,391,3,588,125,425,38
서울,노원구,교차로횡단보도내,83,0,86,33,45,8
서울,노원구,교차로부근,284,0,440,75,333,32
서울,노원구,주차장,25,0,28,7,18,3
서울,노원구,기타,109,2,133,28,90,15
서울,광진구,터널안,2,0,7,1,6,0
서울,광진구,교량위,22,3,29,6,21,2
서울,광진구,고가도로위,9,0,16,1,13,2
서울,광진구,지하차도(도로)내,1,0,1,0,0,1
서울,광진구,기타단일로,649,5,860,188,623,49
서울,광진구,교차로내,232,0,314,70,224,20
서울,광진구,교차로횡단보도내,30,1,32,17,14,1
서울,광진구,교차로부근,139,0,182,50,123,9
서울,광진구,주차장,2,0,2,1,1,0
서울,광진구,기타,20,1,29,8,20,1
서울,광진구,불명,2,0,2,1,1,0
서울,강북구,터널안,1,0,1,0,1,0
서울,강북구,기타단일로,582,6,752,162,552,38
서울,강북구,교차로내,390,5,567,141,410,16
서울,강북구,교차로횡단보도내,46,1,51,15,35,1
서울,강북구,교차로부근,162,1,225,53,164,8
서울,강북구,주차장,2,0,2,0,2,0
서울,강북구,기타,33,0,35,10,23,2
서울,금천구,터널안,4,0,4,1,1,2
서울,금천구,교량위,9,0,15,6,9,0
서울,금천구,고가도로위,2,0,2,0,2,0
서울,금천구,기타단일로,486,2,659,136,478,45
서울,금천구,교차로내,239,2,397,94,277,26
서울,금천구,교차로횡단보도내,48,2,54,23,28,3
서울,금천구,교차로부근,124,0,173,36,128,9
서울,금천구,기타,20,0,22,5,17,0
부산,중구,터널안,4,0,4,0,2,2
부산,중구,교량위,2,0,2,1,1,0
부산,중구,고가도로위,3,0,5,3,1,1
부산,중구,기타단일로,226,2,283,76,184,23
부산,중구,교차로내,98,0,148,37,102,9
부산,중구,교차로횡단보도내,2,0,2,0,2,0
부산,중구,교차로부근,34,1,48,14,31,3
부산,중구,주차장,2,0,2,1,1,0
부산,중구,기타,22,0,29,15,12,2
부산,서구,터널안,5,0,7,2,5,0
부산,서구,교량위,2,0,3,0,2,1
부산,서구,고가도로위,2,0,4,0,4,0
부산,서구,기타단일로,216,3,285,71,194,20
부산,서구,교차로내,123,0,185,34,140,11
부산,서구,교차로횡단보도내,15,0,15,10,5,0
부산,서구,교차로부근,70,2,107,19,81,7
부산,서구,기타,19,1,21,5,15,1
부산,동구,터널안,5,0,9,0,9,0
부산,동구,교량위,2,0,2,0,2,0
부산,동구,고가도로위,15,0,32,12,20,0
부산,동구,지하차도(도로)내,1,0,1,0,1,0
부산,동구,기타단일로,343,3,442,112,297,33
부산,동구,교차로내,124,0,193,48,126,19
부산,동구,교차로횡단보도내,10,0,11,7,4,0
부산,동구,교차로부근,70,0,102,27,72,3
부산,동구,주차장,2,0,2,2,0,0
부산,동구,기타,15,0,18,7,10,1
부산,영도구,교량위,6,0,7,3,3,1
부산,영도구,고가도로위,1,1,1,0,1,0
부산,영도구,기타단일로,185,2,228,76,139,13
부산,영도구,교차로내,95,1,130,29,96,5
부산,영도구,교차로횡단보도내,13,0,16,9,6,1
부산,영도구,교차로부근,15,1,18,7,11,0
부산,영도구,주차장,4,0,4,2,2,0
부산,영도구,기타,11,0,17,8,8,1
부산,영도구,불명,2,0,2,1,1,0
부산,부산진구,터널안,10,0,19,5,13,1
부산,부산진구,교량위,4,0,8,3,5,0
부산,부산진구,고가도로위,22,0,42,9,28,5
부산,부산진구,지하차도(도로)내,2,0,2,1,1,0
부산,부산진구,기타단일로,830,13,1085,300,677,108
부산,부산진구,교차로내,485,3,677,221,397,59
부산,부산진구,교차로횡단보도내,49,1,49,32,16,1
부산,부산진구,교차로부근,202,1,274,81,174,19
부산,부산진구,주차장,1,0,1,1,0,0
부산,부산진구,기타,20,0,22,5,13,4
부산,동래구,터널안,5,0,7,3,4,0
부산,동래구,교량위,3,0,3,1,2,0
부산,동래구,고가도로위,1,0,1,0,0,1
부산,동래구,지하차도(도로)내,11,0,12,0,12,0
부산,동래구,기타단일로,498,3,671,174,452,45
부산,동래구,교차로내,290,2,425,109,291,25
부산,동래구,교차로횡단보도내,47,1,48,23,21,4
부산,동래구,교차로부근,88,0,125,34,86,5
부산,동래구,기타,9,0,11,5,6,0
부산,남구,터널안,8,0,13,5,8,0
부산,남구,교량위,14,1,24,4,18,2
부산,남구,고가도로위,5,0,9,0,8,1
부산,남구,지하차도(도로)내,3,0,4,0,4,0
부산,남구,기타단일로,404,7,488,131,306,51
부산,남구,교차로내,235,1,334,99,202,33
부산,남구,교차로횡단보도내,12,0,14,9,4,1
부산,남구,교차로부근,92,0,123,38,72,13
부산,남구,기타,23,0,28,15,13,0
부산,남구,불명,1,0,1,0,0,1
부산,북구,교량위,6,1,8,2,6,0
부산,북구,고가도로위,3,0,4,1,1,2
부산,북구,지하차도(도로)내,40,0,55,14,34,7
부산,북구,기타단일로,342,4,455,114,314,27
부산,북구,교차로내,187,1,274,87,174,13
부산,북구,교차로횡단보도내,27,0,31,20,11,0
부산,북구,교차로부근,64,0,86,20,60,6
부산,북구,주차장,3,0,4,0,4,0
부산,북구,기타,16,0,17,5,10,2
부산,해운대구,터널안,7,0,18,1,17,0
부산,해운대구,교량위,11,0,24,7,17,0
부산,해운대구,고가도로위,5,0,7,0,7,0
부산,해운대구,지하차도(도로)내,4,0,6,1,3,2
부산,해운대구,기타단일로,499,9,661,166,430,65
부산,해운대구,교차로내,289,2,443,109,298,36
부산,해운대구,교차로횡단보도내,44,0,52,28,20,4
부산,해운대구,교차로부근,140,0,218,47,149,22
부산,해운대구,주차장,3,0,4,0,4,0
부산,해운대구,기타,16,1,19,12,6,1
부산,사하구,터널안,1,0,1,0,1,0
부산,사하구,교량위,6,0,8,3,5,0
부산,사하구,고가도로위,1,0,1,0,1,0
부산,사하구,지하차도(도로)내,39,0,54,12,35,7
부산,사하구,기타단일로,418,1,551,147,361,43
부산,사하구,교차로내,233,0,339,96,210,33
부산,사하구,교차로횡단보도내,27,2,31,9,19,3
부산,사하구,교차로부근,137,0,186,64,104,18
부산,사하구,주차장,5,0,7,1,6,0
부산,사하구,기타,134,0,198,56,129,13
부산,사하구,불명,2,0,2,2,0,0
부산,금정구,터널안,3,0,5,4,0,1
부산,금정구,교량위,4,0,6,0,5,1
부산,금정구,지하차도(도로)내,1,0,4,0,4,0
부산,금정구,기타단일로,382,5,516,153,313,50
부산,금정구,교차로내,266,1,363,113,217,33
부산,금정구,교차로횡단보도내,24,0,25,13,10,2
부산,금정구,교차로부근,95,1,127,39,79,9
부산,금정구,기타,16,0,18,4,11,3
부산,금정구,불명,1,0,1,1,0,0
부산,강서구,터널안,5,0,12,4,8,0
부산,강서구,교량위,6,0,10,1,9,0
부산,강서구,고가도로위,1,0,3,1,2,0
부산,강서구,지하차도(도로)내,1,1,1,0,1,0
부산,강서구,기타단일로,255,8,361,113,230,18
부산,강서구,교차로내,156,3,254,73,174,7
부산,강서구,교차로횡단보도내,8,0,8,3,5,0
부산,강서구,교차로부근,136,3,202,45,148,9
부산,강서구,주차장,1,0,2,0,2,0
부산,강서구,기타,15,0,24,11,12,1
부산,연제구,터널안,1,0,1,0,1,0
부산,연제구,교량위,1,0,1,0,1,0
부산,연제구,기타단일로,326,5,399,124,257,18
부산,연제구,교차로내,192,0,274,70,193,11
부산,연제구,교차로횡단보도내,29,0,30,11,16,3
부산,연제구,교차로부근,99,0,148,34,107,7
부산,연제구,주차장,1,0,1,1,0,0
부산,연제구,기타,8,0,9,4,4,1
부산,수영구,터널안,2,0,6,0,6,0
부산,수영구,교량위,13,0,24,5,19,0
부산,수영구,고가도로위,3,0,4,0,4,0
부산,수영구,지하차도(도로)내,1,0,1,0,1,0
부산,수영구,기타단일로,361,1,508,131,316,61
부산,수영구,교차로내,211,1,305,75,201,29
부산,수영구,교차로횡단보도내,14,0,15,4,9,2
부산,수영구,교차로부근,80,0,114,31,74,9
부산,수영구,기타,25,0,27,9,17,1
부산,사상구,터널안,1,1,0,0,0,0
부산,사상구,교량위,5,0,10,5,3,2
부산,사상구,고가도로위,9,0,21,8,9,4
부산,사상구,지하차도(도로)내,116,3,176,45,121,10
부산,사상구,기타단일로,385,7,538,126,313,99
부산,사상구,교차로내,235,3,360,98,218,44
부산,사상구,교차로횡단보도내,31,0,33,16,16,1
부산,사상구,교차로부근,93,1,134,28,89,17
부산,사상구,주차장,9,0,10,1,9,0
부산,사상구,기타,30,0,38,8,24,6
부산,기장군,터널안,4,0,12,3,9,0
부산,기장군,교량위,2,0,2,0,1,1
부산,기장군,고가도로위,3,0,5,1,4,0
부산,기장군,기타단일로,175,4,276,64,199,13
부산,기장군,교차로내,123,1,202,57,136,9
부산,기장군,교차로횡단보도내,15,1,18,3,14,1
부산,기장군,교차로부근,72,2,108,25,74,9
부산,기장군,주차장,1,0,1,0,1,0
부산,기장군,기타,38,0,46,13,32,1
경기,수원시,터널안,17,0,50,7,37,6
경기,수원시,교량위,6,0,10,2,8,0
경기,수원시,고가도로위,20,0,42,11,29,2
경기,수원시,지하차도(도로)내,15,0,20,6,12,2
경기,수원시,기타단일로,2176,23,3005,562,2160,283
경기,수원시,교차로내,1507,8,2222,493,1568,161
경기,수원시,교차로횡단보도내,176,3,187,62,116,9
경기,수원시,교차로부근,875,4,1338,226,1014,98
경기,수원시,주차장,7,0,7,2,4,1
경기,수원시,기타,192,1,261,61,176,24
경기,수원시,불명,6,0,6,1,0,5
경기,성남시,터널안,45,1,89,22,58,9
경기,성남시,교량위,7,0,23,9,9,5
경기,성남시,고가도로위,14,0,31,6,25,0
경기,성남시,지하차도(도로)내,9,0,12,3,8,1
경기,성남시,기타단일로,1789,28,2604,604,1795,205
경기,성남시,교차로내,894,5,1359,310,946,103
경기,성남시,교차로횡단보도내,132,1,136,48,81,7
경기,성남시,교차로부근,643,1,967,188,699,80
경기,성남시,주차장,10,0,16,2,8,6
경기,성남시,기타,290,1,397,99,251,47
경기,성남시,불명,1,0,1,0,1,0
경기,의정부시,터널안,7,0,14,2,10,2
경기,의정부시,교량위,2,0,4,0,3,1
경기,의정부시,고가도로위,6,0,8,2,6,0
경기,의정부시,지하차도(도로)내,5,0,9,2,7,0
경기,의정부시,기타단일로,790,9,1132,222,748,162
경기,의정부시,교차로내,475,5,694,143,440,111
경기,의정부시,교차로횡단보도내,65,0,71,32,38,1
경기,의정부시,교차로부근,294,4,422,73,297,52
경기,의정부시,주차장,5,0,5,2,3,0
경기,의정부시,기타,32,1,39,7,28,4
경기,의정부시,불명,1,0,3,0,2,1
경기,안양시,터널안,6,0,11,4,4,3
경기,안양시,교량위,7,0,10,0,8,2
경기,안양시,고가도로위,13,1,16,4,12,0
경기,안양시,지하차도(도로)내,6,0,11,2,6,3
경기,안양시,기타단일로,477,5,675,173,466,36
경기,안양시,교차로내,421,2,649,141,480,28
경기,안양시,교차로횡단보도내,104,3,112,36,76,0
경기,안양시,교차로부근,424,3,653,97,527,29
경기,안양시,주차장,12,0,15,1,12,2
경기,안양시,기타,147,0,203,38,156,9
경기,안양시,불명,1,0,1,0,1,0
경기,부천시,터널안,4,0,6,0,6,0
경기,부천시,교량위,19,0,30,4,25,1
경기,부천시,고가도로위,18,0,42,8,34,0
경기,부천시,지하차도(도로)내,9,0,19,6,10,3
경기,부천시,기타단일로,1392,9,1898,339,1379,180
경기,부천시,교차로내,1013,3,1506,285,1122,99
경기,부천시,교차로횡단보도내,126,6,137,46,87,4
경기,부천시,교차로부근,565,3,799,146,602,51
경기,부천시,주차장,4,0,4,0,4,0
경기,부천시,기타,85,1,108,19,87,2
경기,부천시,불명,1,0,1,0,1,0
경기,안산시,터널안,7,0,13,1,10,2
경기,안산시,교량위,15,1,29,8,21,0
경기,안산시,고가도로위,3,0,3,2,1,0
경기,안산시,지하차도(도로)내,18,0,41,5,36,0
경기,안산시,기타단일로,1470,28,2180,417,1626,137
경기,안산시,교차로내,1455,9,2281,471,1716,94
경기,안산시,교차로횡단보도내,140,2,149,57,79,13
경기,안산시,교차로부근,639,2,1039,159,808,72
경기,안산시,주차장,20,0,26,6,18,2
경기,안산시,기타,111,0,148,26,112,10
경기,평택시,터널안,1,0,1,0,1,0
경기,평택시,교량위,15,0,27,4,18,5
경기,평택시,고가도로위,5,0,7,1,6,0
경기,평택시,기타단일로,1420,28,2317,424,1572,321
경기,평택시,교차로내,1240,18,2038,387,1465,186
경기,평택시,교차로횡단보도내,86,3,91,34,55,2
경기,평택시,교차로부근,495,2,794,111,611,72
경기,평택시,주차장,22,0,26,2,24,0
경기,평택시,기타,101,0,161,27,113,21
경기,평택시,불명,3,0,3,1,2,0
경기,광명시,터널안,3,0,7,0,5,2
경기,광명시,교량위,8,1,11,0,9,2
경기,광명시,고가도로위,2,0,2,0,2,0
경기,광명시,지하차도(도로)내,3,1,2,1,1,0
경기,광명시,기타단일로,527,6,701,126,445,130
경기,광명시,교차로내,317,3,477,116,263,98
경기,광명시,교차로횡단보도내,34,0,39,14,17,8
경기,광명시,교차로부근,158,1,253,39,166,48
경기,광명시,주차장,2,0,4,0,4,0
경기,광명시,기타,22,0,24,5,14,5
경기,구리시,터널안,1,1,0,0,0,0
경기,구리시,교량위,10,0,32,3,28,1
경기,구리시,고가도로위,2,0,3,1,2,0
경기,구리시,지하차도(도로)내,1,0,1,0,0,1
경기,구리시,기타단일로,391,7,566,117,419,30
경기,구리시,교차로내,163,1,216,54,154,8
경기,구리시,교차로횡단보도내,18,0,18,6,12,0
경기,구리시,교차로부근,44,1,72,11,58,3
경기,구리시,기타,37,1,57,9,41,7
경기,구리시,불명,1,0,1,1,0,0
경기,양주시,터널안,8,0,22,3,19,0
경기,양주시,교량위,9,0,17,0,12,5
경기,양주시,고가도로위,21,0,29,10,15,4
경기,양주시,지하차도(도로)내,2,0,2,1,1,0
경기,양주시,기타단일로,404,13,601,118,443,40
경기,양주시,교차로내,353,4,527,109,402,16
경기,양주시,교차로횡단보도내,28,0,32,9,20,3
경기,양주시,교차로부근,219,2,335,56,262,17
경기,양주시,주차장,26,0,34,2,30,2
경기,양주시,기타,24,0,30,9,18,3
경기,여주시,터널안,4,0,9,0,9,0
경기,여주시,교량위,3,0,8,0,8,0
경기,여주시,고가도로위,35,1,54,11,43,0
경기,여주시,기타단일로,224,9,349,89,232,28
경기,여주시,교차로내,171,2,289,71,208,10
경기,여주시,교차로횡단보도내,7,0,7,5,2,0
경기,여주시,교차로부근,54,2,79,16,60,3
경기,여주시,기타,15,0,19,3,15,1
경기,화성시,터널안,10,0,22,3,15,4
경기,화성시,교량위,6,0,20,2,18,0
경기,화성시,고가도로위,7,0,16,3,12,1
경기,화성시,지하차도(도로)내,8,0,12,2,10,0
경기,화성시,기타단일로,1207,38,1925,414,1376,135
경기,화성시,교차로내,812,7,1283,297,906,80
경기,화성시,교차로횡단보도내,83,1,89,35,49,5
경기,화성시,교차로부근,365,7,594,103,461,30
경기,화성시,주차장,14,0,16,7,9,0
경기,화성시,기타,203,6,279,74,196,9
경기,화성시,불명,1,0,1,0,1,0
경기,시흥시,터널안,6,0,12,1,11,0
경기,시흥시,교량위,37,0,60,17,36,7
경기,시흥시,고가도로위,6,0,8,0,8,0
경기,시흥시,지하차도(도로)내,2,0,10,0,10,0
경기,시흥시,기타단일로,1127,21,1660,297,1252,111
경기,시흥시,교차로내,784,5,1207,250,888,69
경기,시흥시,교차로횡단보도내,48,1,51,28,18,5
경기,시흥시,교차로부근,360,2,552,102,426,24
경기,시흥시,주차장,3,0,4,0,4,0
경기,시흥시,기타,61,0,88,9,78,1
경기,파주시,터널안,3,0,8,0,8,0
경기,파주시,교량위,5,0,8,2,6,0
경기,파주시,고가도로위,5,0,12,1,11,0
경기,파주시,지하차도(도로)내,6,0,11,4,7,0
경기,파주시,기타단일로,704,16,1073,276,703,94
경기,파주시,교차로내,543,2,841,186,607,48
경기,파주시,교차로횡단보도내,48,2,50,22,23,5
경기,파주시,교차로부근,315,2,501,71,408,22
경기,파주시,주차장,26,0,32,8,23,1
경기,파주시,기타,38,0,49,14,33,2
경기,고양시,터널안,5,1,9,1,7,1
경기,고양시,교량위,46,2,103,19,76,8
경기,고양시,고가도로위,6,0,12,1,11,0
경기,고양시,지하차도(도로)내,14,0,23,5,17,1
경기,고양시,기타단일로,1650,20,2459,475,1773,211
경기,고양시,교차로내,1248,6,1928,415,1363,150
경기,고양시,교차로횡단보도내,195,4,205,86,103,16
경기,고양시,교차로부근,620,3,948,158,702,88
경기,고양시,주차장,50,0,58,9,43,6
경기,고양시,기타,116,2,144,34,97,13
경기,광주시,터널안,36,0,121,15,62,44
경기,광주시,교량위,11,2,20,2,16,2
경기,광주시,고가도로위,1,0,2,0,2,0
경기,광주시,지하차도(도로)내,1,0,2,0,2,0
경기,광주시,기타단일로,694,9,1119,230,820,69
경기,광주시,교차로내,424,2,614,99,481,34
경기,광주시,교차로횡단보도내,34,0,37,12,23,2
경기,광주시,교차로부근,279,2,429,75,330,24
경기,광주시,주차장,9,0,16,3,12,1
경기,광주시,기타,201,4,261,50,195,16
