시도,시군구,연령,발생건수,사망자수,부상자수,중상,경상,부상신고
대전,대덕구,31-40세,135,0,202,39,150,13
대전,대덕구,41-50세,189,4,287,54,204,29
대전,대덕구,51-60세,248,5,345,60,264,21
대전,대덕구,61-64세,79,1,116,24,86,6
대전,대덕구,65세이상,85,2,98,26,66,6
대전,대덕구,불명,21,0,23,5,12,6
울산,중구,12세이하,2,0,2,0,2,0
울산,중구,13-20세,27,0,39,8,22,9
울산,중구,21-30세,110,2,171,36,110,25
울산,중구,31-40세,112,1,159,41,100,18
울산,중구,41-50세,148,5,203,46,138,19
울산,중구,51-60세,178,1,270,59,182,29
울산,중구,61-64세,65,0,85,18,62,5
울산,중구,65세이상,114,1,138,41,80,17
울산,중구,불명,13,0,13,2,8,3
울산,남구,12세이하,1,0,1,0,1,0
울산,남구,13-20세,28,0,36,13,21,2
울산,남구,21-30세,208,8,276,80,187,9
울산,남구,31-40세,183,2,265,70,183,12
울산,남구,41-50세,242,6,337,94,232,11
울산,남구,51-60세,314,3,460,139,300,21
울산,남구,61-64세,107,2,156,27,119,10
울산,남구,65세이상,133,2,185,74,105,6
울산,남구,불명,38,0,41,6,28,7
울산,동구,13-20세,19,0,28,8,20,0
울산,동구,21-30세,90,3,126,34,92,0
울산,동구,31-40세,77,0,103,21,82,0
울산,동구,41-50세,95,2,111,37,74,0
울산,동구,51-60세,122,0,155,51,102,2
울산,동구,61-64세,35,1,41,11,30,0
울산,동구,65세이상,51,0,58,25,32,1
울산,동구,불명,18,0,19,3,13,3
울산,북구,12세이하,1,0,1,1,0,0
울산,북구,13-20세,16,0,24,2,18,4
울산,북구,21-30세,97,7,184,37,132,15
울산,북구,31-40세,118,2,168,41,115,12
울산,북구,41-50세,129,3,200,55,129,16
울산,북구,51-60세,158,2,260,73,168,19
울산,북구,61-64세,43,1,59,17,38,4
울산,북구,65세이상,64,1,89,35,51,3
울산,북구,불명,6,0,6,0,5,1
울산,울주군,13-20세,20,1,27,9,17,1
울산,울주군,21-30세,95,4,135,41,78,16
울산,울주군,31-40세,128,3,188,58,120,10
울산,울주군,41-50세,192,3,322,89,196,37
울산,울주군,51-60세,217,7,342,81,218,43
울산,울주군,61-64세,79,2,139,37,93,9
울산,울주군,65세이상,86,4,140,37,93,10
울산,울주군,불명,13,0,15,2,6,7
세종,세종,12세이하,1,0,1,0,0,1
세종,세종,13-20세,28,1,49,12,37,0
세종,세종,21-30세,102,5,145,35,103,7
세종,세종,31-40세,150,1,218,52,161,5
세종,세종,41-50세,190,2,269,68,194,7
세종,세종,51-60세,165,3,250,64,178,8
세종,세종,61-64세,62,1,91,20,70,1
세종,세종,65세이상,90,7,111,35,75,1
세종,세종,불명,7,0,8,2,6,0
